lat,long,hex,Valid
30.70097988411752,120.91388414476305,0,0
30.700979884117604,120.913884144764,1,0
30.7009798841177,120.91388414476499,2,0
30.7009798841178,120.913884144766,3,0
30.7009798841179,120.913884144767,4,0
30.700979884118,120.913884144768,5,0
30.700979884118098,120.913884144769,6,0
30.7009798841182,120.91388414477,7,0
30.7009798841183,120.913884144771,8,0
30.7009798841184,120.913884144772,9,0
30.7009798841185,120.91388414477301,10,0
30.7009798841186,120.913884144774,11,0
30.7009798841187,120.91388414477501,12,0
30.7009798841188,120.913884144776,13,0
30.7009798841189,120.91388414477699,14,0
30.700979884119,120.91388414477801,15,0
30.7009798841191,120.91388414477899,16,0
30.7009798841192,120.91388414478001,17,0
30.700979884119302,120.913884144781,18,0
30.700979884119395,120.913884144782,19,0
30.7009798841195,120.913884144783,20,0
30.7009798841196,120.91388414478399,21,0
30.7009798841197,120.913884144785,22,0
30.7009798841198,120.913884144786,23,0
30.700979884119896,120.913884144787,24,0
30.700979884120002,120.913884144788,25,0
30.700979884120102,120.91388414478901,26,0
30.700979884120198,120.91388414479,27,0
30.7009798841203,120.913884144791,28,0
30.700979884120397,120.91388414479201,29,0
30.700979884120496,120.913884144793,30,0
30.700979884120603,120.91388414479401,31,0
30.7009798841207,120.91388414479499,32,0
30.7009798841208,120.91388414479601,33,0
30.700979884120898,120.913884144797,34,0
30.700979884120997,120.91388414479799,35,0
30.700979884121104,120.913884144799,36,0
30.7009798841212,120.9138841448,37,0
30.7009798841213,120.913884144801,38,0
30.7009798841214,120.913884144802,39,0
30.700979884121498,120.913884144803,40,0
30.700979884121598,120.913884144804,41,0
30.7009798841217,120.913884144805,42,0
30.7009798841218,120.913884144806,43,0
30.7009798841219,120.913884144807,44,0
30.700979884122,120.91388414480801,45,0
30.7009798841221,120.913884144809,46,0
30.7009798841222,120.91388414481001,47,0
30.7009798841223,120.913884144811,48,0
30.7009798841224,120.91388414481199,49,0
30.7009798841225,120.913884144813,50,0
30.7009798841226,120.91388414481399,51,1
30.700979884122702,120.913884144815,52,1
30.700979884122802,120.913884144816,53,1
30.700979884122898,120.913884144817,54,1
30.700979884123,120.913884144818,55,1
30.7009798841231,120.913884144819,56,1
30.7009798841232,120.91388414482,57,1
30.700979884123303,120.913884144821,58,1
30.700979884123395,120.913884144822,59,0
30.7009798841235,120.913884144823,60,0
30.7009798841236,120.91388414482401,61,0
30.700979884123697,120.913884144825,62,0
30.700979884123804,120.913884144826,63,0
30.700979884123896,120.91388414482701,64,0
30.700979884124,120.91388414482799,65,0
30.700979884124102,120.91388414482901,66,0
30.700979884124198,120.91388414482999,67,0
30.7009798841243,120.91388414483102,68,0
30.700979884124397,120.913884144832,69,0
30.7009798841245,120.91388414483299,70,0
30.700979884124603,120.913884144834,71,1
30.7009798841247,120.913884144835,72,0
30.7009798841248,120.913884144836,73,0
30.700979884124898,120.913884144837,74,1
30.700979884124997,120.91388414483801,75,1
30.7009798841251,120.913884144839,76,1
30.7009798841252,120.91388414484,77,1
30.7009798841253,120.913884144841,78,1
30.7009798841254,120.913884144842,79,1
30.7009798841255,120.91388414484301,80,1
30.7009798841256,120.913884144844,81,1
30.7009798841257,120.91388414484501,82,1
30.7009798841258,120.913884144846,83,1
30.7009798841259,120.91388414484699,84,1
30.700979884126,120.913884144848,85,1
30.7009798841261,120.91388414484899,86,0
30.700979884126202,120.91388414485,87,1
30.7009798841263,120.913884144851,88,1
30.700979884126397,120.913884144852,89,1
30.7009798841265,120.913884144853,90,0
30.7009798841266,120.913884144854,91,0
30.700979884126703,120.913884144855,92,0
30.700979884126802,120.913884144856,93,0
30.700979884126898,120.91388414485701,94,1
30.700979884127,120.913884144858,95,1
30.7009798841271,120.91388414485901,96,1
30.700979884127197,120.91388414486,97,1
30.700979884127303,120.91388414486099,98,1
30.7009798841274,120.91388414486201,99,1
30.7009798841275,120.91388414486299,100,1
30.7009798841276,120.913884144864,101,1
30.700979884127698,120.913884144865,102,1
30.700979884127804,120.913884144866,103,1
30.700979884127896,120.913884144867,104,1
30.700979884128,120.91388414486799,105,1
30.700979884128103,120.913884144869,106,1
30.7009798841282,120.91388414487,107,1
30.700979884128298,120.913884144871,108,1
30.700979884128397,120.913884144872,109,1
30.7009798841285,120.91388414487301,110,1
30.700979884128603,120.913884144874,111,1
30.7009798841287,120.913884144875,112,1
30.7009798841288,120.91388414487601,113,0
30.7009798841289,120.91388414487699,114,0
30.700979884129,120.91388414487801,115,0
30.7009798841291,120.91388414487899,116,0
30.7009798841292,120.91388414488002,117,1
30.7009798841293,120.913884144881,118,1
30.7009798841294,120.91388414488199,119,1
30.7009798841295,120.913884144883,120,1
30.7009798841296,120.913884144884,121,1
30.7009798841297,120.913884144885,122,1
30.7009798841298,120.913884144886,123,1
30.700979884129897,120.913884144887,124,1
30.70097988413,120.913884144888,125,1
30.700979884130103,120.913884144889,126,1
30.700979884130202,120.91388414489,127,1
30.7009798841303,120.913884144891,128,1
30.700979884130398,120.91388414489201,129,1
30.7009798841305,120.913884144893,130,1
30.700979884130604,120.91388414489401,131,1
30.700979884130696,120.91388414489501,132,1
30.700979884130803,120.91388414489599,133,1
30.7009798841309,120.913884144897,134,1
30.700979884130998,120.91388414489799,135,1
30.7009798841311,120.913884144899,136,0
30.700979884131197,120.9138841449,137,0
30.700979884131304,120.913884144901,138,0
30.7009798841314,120.913884144902,139,0
30.7009798841315,120.913884144903,140,1
30.700979884131602,120.913884144904,141,1
30.700979884131698,120.913884144905,142,1
30.700979884131797,120.913884144906,143,1
30.7009798841319,120.913884144907,144,1
30.700979884132,120.91388414490801,145,1
30.700979884132103,120.913884144909,146,1
30.7009798841322,120.91388414490999,147,1
30.7009798841323,120.91388414491101,148,1
30.7009798841324,120.91388414491199,149,1
30.7009798841325,120.91388414491301,150,1
30.7009798841326,120.913884144914,151,1
30.7009798841327,120.913884144915,152,1
30.7009798841328,120.913884144916,153,1
30.7009798841329,120.91388414491699,154,1
30.700979884133,120.913884144918,155,1
30.7009798841331,120.913884144919,156,1
30.7009798841332,120.91388414492,157,1
30.7009798841333,120.913884144921,158,1
30.700979884133396,120.91388414492201,159,0
30.700979884133503,120.913884144923,160,0
30.700979884133602,120.913884144924,161,0
30.7009798841337,120.913884144925,162,0
30.7009798841338,120.913884144926,163,1
30.700979884133897,120.91388414492701,164,1
30.700979884134,120.91388414492799,165,1
30.700979884134103,120.91388414492901,166,1
30.7009798841342,120.91388414493,167,1
30.700979884134302,120.91388414493099,168,1
30.700979884134398,120.913884144932,169,1
30.700979884134497,120.913884144933,170,1
30.700979884134604,120.913884144934,171,1
30.700979884134696,120.913884144935,172,1
30.700979884134803,120.913884144936,173,1
30.7009798841349,120.913884144937,174,1
30.700979884135,120.913884144938,175,1
30.700979884135105,120.913884144939,176,1
30.700979884135197,120.91388414494,177,1
30.7009798841353,120.91388414494101,178,1
30.7009798841354,120.913884144942,179,1
30.7009798841355,120.91388414494301,180,1
30.700979884135602,120.913884144944,181,1
30.7009798841357,120.91388414494499,182,0
30.700979884135798,120.913884144946,183,0
30.7009798841359,120.91388414494699,184,0
30.700979884136,120.913884144948,185,0
30.7009798841361,120.913884144949,186,1
30.7009798841362,120.91388414495,187,1
30.7009798841363,120.913884144951,188,0
30.7009798841364,120.913884144952,189,1
30.7009798841365,120.913884144953,190,1
30.7009798841366,120.913884144954,191,1
30.7009798841367,120.913884144955,192,1
30.7009798841368,120.913884144956,193,1
30.700979884136895,120.91388414495701,194,1
30.700979884137002,120.913884144958,195,1
30.7009798841371,120.913884144959,196,1
30.7009798841372,120.91388414496001,197,1
30.7009798841373,120.91388414496099,198,1
30.700979884137396,120.91388414496201,199,1
30.700979884137503,120.91388414496299,200,1
30.700979884137602,120.91388414496402,201,1
30.7009798841377,120.913884144965,202,1
30.7009798841378,120.91388414496599,203,1
30.700979884137897,120.913884144967,204,1
30.700979884137997,120.913884144968,205,0
30.700979884138103,120.913884144969,206,0
30.7009798841382,120.91388414497,207,0
30.700979884138302,120.91388414497101,208,0
30.7009798841384,120.913884144972,209,1
30.700979884138498,120.913884144973,210,1
30.700979884138604,120.913884144974,211,1
30.7009798841387,120.913884144975,212,1
30.7009798841388,120.91388414497601,213,1
30.7009798841389,120.913884144977,214,1
30.700979884139,120.91388414497801,215,1
30.700979884139105,120.913884144979,216,1
30.700979884139198,120.91388414497999,217,1
30.7009798841393,120.913884144981,218,1
30.7009798841394,120.91388414498199,219,1
30.7009798841395,120.913884144983,220,1
30.7009798841396,120.913884144984,221,1
30.7009798841397,120.913884144985,222,1
30.7009798841398,120.913884144986,223,1
30.7009798841399,120.913884144987,224,1
30.70097988414,120.913884144988,225,1
30.7009798841401,120.913884144989,226,1
30.7009798841402,120.91388414499,227,0
30.7009798841403,120.913884144991,228,0
30.700979884140395,120.91388414499201,229,0
30.7009798841405,120.913884144993,230,0
30.7009798841406,120.91388414499399,231,0
30.7009798841407,120.91388414499501,232,0
30.7009798841408,120.91388414499599,233,1
30.700979884140896,120.913884144997,234,1
30.700979884141002,120.913884144998,235,1
30.700979884141102,120.913884144999,236,1
30.700979884141198,120.913884145,237,1
30.7009798841413,120.91388414500099,238,1
30.700979884141397,120.913884145002,239,1
30.700979884141503,120.913884145003,240,1
30.700979884141603,120.913884145004,241,1
30.7009798841417,120.913884145005,242,1
30.700979884141802,120.91388414500601,243,1
30.700979884141898,120.913884145007,244,1
30.700979884141997,120.913884145008,245,1
30.700979884142104,120.913884145009,246,1
30.7009798841422,120.91388414500999,247,1
30.7009798841423,120.91388414501101,248,1
30.7009798841424,120.91388414501199,249,1
30.700979884142498,120.91388414501301,250,0
30.700979884142605,120.913884145014,251,0
30.7009798841427,120.91388414501499,252,0
30.7009798841428,120.913884145016,253,0
30.7009798841429,120.913884145017,254,0
30.700979884143,120.913884145018,255,0
30.7009798841431,120.913884145019,256,0
30.7009798841432,120.91388414502,257,1
30.7009798841433,120.913884145021,258,1
30.7009798841434,120.913884145022,259,1
30.7009798841435,120.913884145023,260,1
30.7009798841436,120.913884145024,261,1
30.7009798841437,120.91388414502501,262,1
30.700979884143802,120.913884145026,263,1
30.700979884143894,120.91388414502701,264,1
30.700979884144,120.913884145028,265,1
30.7009798841441,120.91388414502899,266,1
30.7009798841442,120.91388414503,267,1
30.700979884144303,120.91388414503099,268,1
30.700979884144395,120.913884145032,269,1
30.700979884144502,120.913884145033,270,1
30.7009798841446,120.913884145034,271,0
30.700979884144697,120.913884145035,272,0
30.700979884144804,120.913884145036,273,0
30.700979884144896,120.913884145037,274,0
30.700979884145003,120.913884145038,275,0
30.700979884145102,120.913884145039,276,0
30.700979884145198,120.91388414504,277,0
30.7009798841453,120.91388414504101,278,0
30.700979884145397,120.913884145042,279,0
30.700979884145497,120.91388414504299,280,1
30.700979884145603,120.91388414504401,281,1
30.7009798841457,120.91388414504499,282,1
30.7009798841458,120.91388414504601,283,1
30.700979884145898,120.91388414504699,284,1
30.700979884145998,120.913884145048,285,1
30.700979884146104,120.913884145049,286,1
30.7009798841462,120.91388414504999,287,1
30.7009798841463,120.913884145051,288,1
30.7009798841464,120.913884145052,289,1
30.7009798841465,120.913884145053,290,1
30.7009798841466,120.913884145054,291,1
30.7009798841467,120.91388414505501,292,1
30.7009798841468,120.913884145056,293,1
30.7009798841469,120.913884145057,294,0
30.700979884147,120.913884145058,295,0
30.7009798841471,120.913884145059,296,0
30.700979884147202,120.91388414506001,297,0
30.7009798841473,120.91388414506099,298,0
30.700979884147397,120.91388414506201,299,0
30.7009798841475,120.913884145063,300,0
30.7009798841476,120.91388414506399,301,0
30.700979884147703,120.913884145065,302,0
30.700979884147802,120.91388414506599,303,1
30.7009798841479,120.913884145067,304,1
30.700979884148,120.913884145068,305,1
30.7009798841481,120.913884145069,306,1
30.700979884148197,120.91388414507,307,1
30.700979884148303,120.913884145071,308,1
30.7009798841484,120.913884145072,309,1
30.700979884148502,120.913884145073,310,1
30.7009798841486,120.91388414507401,311,1
30.700979884148698,120.913884145075,312,1
30.700979884148804,120.91388414507601,313,1
30.700979884148897,120.913884145077,314,1
30.700979884149,120.91388414507799,315,1
30.700979884149103,120.913884145079,316,0
30.7009798841492,120.91388414507999,317,1
30.700979884149298,120.913884145081,318,0
30.700979884149397,120.913884145082,319,1
30.7009798841495,120.913884145083,320,0
30.700979884149604,120.913884145084,321,0
30.7009798841497,120.91388414508499,322,0
30.7009798841498,120.913884145086,323,0
30.7009798841499,120.913884145087,324,0
30.700979884149998,120.913884145088,325,0
30.7009798841501,120.913884145089,326,1
30.7009798841502,120.91388414509001,327,1
30.7009798841503,120.913884145091,328,1
30.7009798841504,120.913884145092,329,1
30.7009798841505,120.91388414509301,330,1
30.700979884150602,120.91388414509399,331,1
30.7009798841507,120.91388414509501,332,1
30.7009798841508,120.91388414509599,333,1
30.700979884150897,120.91388414509701,334,1
30.700979884151,120.913884145098,335,1
30.700979884151103,120.91388414509899,336,1
